,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
9257,fd00b3c954c030a9ab5d3dd662d6e4650c32cbab,An exploration of participative motivations in a community-based online English extensive reading contest with respect to gender difference,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Interactive Learning Environments', 'pages': '48 - 61', 'volume': '25'}"
9258,c02849e525657f54cd6b44597be84c78cb100552,Gender Difference in the Risk of Contrast-Induced Nephropathy in Patients Undergoing Coronary Angiography or Percutaneous Coronary Intervention,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Angiology', 'pages': '542 - 546', 'volume': '68'}"
9259,c735b5eb522625f19f32b2602b1dc638baa9dbf5,Digital Native Students: Gender Differences in Mathematics and Gaming,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Int. J. Virtual Pers. Learn. Environ.', 'pages': '13-26', 'volume': '7'}"
9260,f66fff988c6af69e8983a6b36c64713041268e16,Exploring Gender Differences in Self-Reported Physical Activity and Health Among Older Caregivers.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Oncology nursing forum', 'pages': '\n          435-445\n        ', 'volume': '44 4'}"
9261,cc2bd0f264022b1e70582e13e7726fe5884c1d6b,Profile of Visual-Spatial Intelligence In Solving Geometric of 11th Grades Viewed From Gender Differences,,"[{'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'pages': '346-353', 'volume': '2'}"
9262,c1e0775d1333f2e37d75b4a6a587e5f456ba4089,"Youth's perceptions of rule-breaking and antisocial behaviours: Gender, developmental level, and competitive level differences",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'International Journal of Sport and Exercise Psychology', 'pages': '64 - 79', 'volume': '15'}"
9263,b237d44aa278e41ebb3a58424e8a8845f15df203,Women deans' perceptions of the gender gap in American medical deanships,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Education for Health', 'pages': '248 - 253', 'volume': '30'}"
9264,a124ece31ffbdbbb39b193989d49b17f13c11148,Gender differences in the decrease of in-hospital mortality in patients with acute myocardial infarction during the last 20 years in Switzerland,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'Open Heart', 'volume': '4'}"
9265,3f97cdd0d36c125445ce228aa597fa4a3c987f2a,Gender Differences in School-Family Conflict and School-Family Enrichment in Nontraditional Portuguese Students,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'The Journal of Continuing Higher Education', 'pages': '13 - 24', 'volume': '65'}"
9266,6f5eb88993e9a5d0daf5c32e35ad89430e3df711,Does gender make a difference in knee rotation proprioception and range of motion in healthy subjects?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of back and musculoskeletal rehabilitation', 'pages': '\n          1237-1243\n        ', 'volume': '30 6'}"
9267,8b1a22b56077652df730f7f98819b1bc21685618,"Letter-Sound Knowledge: Exploring Gender Differences in Children When They Start School Regarding Knowledge of Large Letters, Small Letters, Sound Large Letters, and Sound Small Letters","['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Frontiers in Psychology', 'volume': '8'}"
9268,6b912b3a716e73670a3d6c9b53cb68f02ad0775d,Blood correction reduces variability and gender differences in native myocardial T1 values at 1.5 T cardiovascular magnetic resonance – a derivation/validation approach,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of Cardiovascular Magnetic Resonance', 'volume': '19'}"
9269,673ab7562b464a078bda39a68bed07c88f70a669,Gender Differences in the Association Between Leisure Activity in Adulthood and Cognitive Function in Old Age: A Prospective Longitudinal Population-Based Study,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The Journals of Gerontology Series B: Psychological Sciences and Social Sciences', 'pages': '11 - 20', 'volume': '75'}"
9270,204ffa62364902374f69f17a501a76c8f76a2b15,Ethnic and Gender Differences in Help Seeking for Substance Disorders Among Black Americans,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Racial and Ethnic Health Disparities', 'pages': '308-316', 'volume': '4'}"
9271,dd99da2dbeb8eaa07ddcce8a7e7f10c9474ed679,The gender pay gap: female doctors still earn a third less than male doctors,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'British Medical Journal', 'volume': '357'}"
9272,57be9d4f94f3bd4321daaab8a20d4da7e51f4712,Cognitive appraisal of exposure to specific types of trauma - a study of gender differences,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': ""BMC Women's Health"", 'volume': '17'}"
9273,0530f3fa31a9340f45d1154247a3795b052e3c88,The Converging Gender Wage Gap 1980–2012,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Contexts', 'pages': '72 - 74', 'volume': '16'}"
9274,1999e133680b8baf5993232c6180c1c86ead960e,Gender Differences in Suicide Methods in Turkey,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Forensic Research & Criminology International Journal', 'volume': '4'}"
9275,6ae26a5d59f0a349c9131d590ce47ac337446d73,A Cross-National Comparison of Gender Gaps,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '97-116', 'volume': ''}"
9276,f928ffdb39fc791209cf07374f3ee20cc7379e6a,Gender Gaps in the Labor Market : Wage and Occupational Segregation,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",
9277,74e741a50b2e6778716c65a8ca400d2119e356e6,Motivation and barriers forbusiness start-up amonggraduates: A gender difference,"['Business', 'Psychology']","[{'category': 'Business', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9278,6c52754b0dee5ef324c754914848a02d09bbb4bd,Gender differences in costs and returns to higher education,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'pages': '227-255', 'volume': ''}"
9279,2f347ddc121b6e6b0d38d2258796fe6e907b7656,Age-Group and Gender Differences in Stroke Knowledge in an Israeli Jewish Adult Population,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The Journal of Cardiovascular Nursing', 'pages': '55–61', 'volume': '33'}"
9280,2aad7c411b794bcd839ec5d5b0fbf5ab808b54bb,Probing the Effects of the Australian System of Minimum Wages on the Gender Wage Gap,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Comparative Political Economy: Regulation eJournal'}
9281,011a4537005238fdc3217f2457ee0bb70299a0ea,Gender Differences in Unemployment Dynamics and Initial Wages over the Business Cycle,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal of Labor Research', 'pages': '228-260', 'volume': '38'}"
9282,d0180bc2afc742528921e57ef079b001d1a06f8c,Do Gender and Race Make a Difference in Acute Coronary Syndrome Pretest Probabilities in the Emergency Department?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Academic Emergency Medicine', 'pages': '142–151', 'volume': '24'}"
9283,7e17d71cdce2aa73abe346d985d5d72cb24d54df,Age and Gender Difference of Typhoid Fever among Paediatric Patients Attended at a Tertiary Care Hospital in Bangladesh,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'pages': '36-39', 'volume': '3'}"
9284,312cec87f8ea73499a76f644bb79027ba788a14b,Gender differences in physical function and muscle mass change in patients undergoing allogeneic hematopoietic stem cell transplantation,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Bone Marrow Transplantation', 'pages': '1460-1462', 'volume': '52'}"
9285,e1ac978fde4f042b3c524944ee44aec343c2cffc,Quotas and Gender Gaps in Political Participation among Established Industrial European Democracies: Distinguishing Within- and Across-Country Effects,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Political Research Quarterly', 'pages': '657 - 672', 'volume': '70'}"
9286,5ad4c3bc9efa6d3702ecd468acaab9e8ea809edb,"Unemployment, life satisfaction and deprivation: Gender and partnership differences in the context of economic recession.","['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Work', 'pages': '\n          79-86\n        ', 'volume': '57 1'}"
9287,30b0c32ec1e7e9d39bc25f94878d3bd740292906,Gender Differences in Self-Perceived Personal Resources of Older Adults with Generalized Anxiety Symptoms,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of Aging Science', 'pages': '1-7', 'volume': '5'}"
9288,177153bde721935d72befb1640dc497b8a844227,"Gender differences, risk attitude and entrepreneurship in Kyrgyzstan",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]",{'name': 'Economics and Business Letters'}
9289,c83099c8ea1daaed84da59d95138252c32deddda,Gender Differences in Attitudes to Corporate Social Responsibility Among Hungarian Business Students,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'volume': '14'}"
9290,958713bb50457699e4faf02f3741007e55107026,The Gender Difference of Impression Evaluation of Visual Images Among Young People,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'pages': '664-677'}
9291,257096cc1f409b18aeb011854cae729a5de67013,Gender Differences in Left Ventricular Assist Device (LVAD) Support,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]","{'name': '', 'volume': '4'}"
9292,76dfe6c08a900ebe2e349a6f40fdf0bc2644b555,Regulating for Equality: Modalities of Regulation and Gender Gaps,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '41-60', 'volume': ''}"
9293,59908a99edadff81f690a02832cf0b8bf9748f37,Gender Gap in Entrepreneurship and Firm Performance in Developing Countries,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9294,94746a3c00c3ca53ff1ed549faea295f9adf4182,Is there any gender‐specific difference in the cut‐off values of ankylosing spondylitis disease activity score in patients with axial spondyloarthritis?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'International Journal of Rheumatic Diseases', 'volume': '20'}"
9295,aa164c84068fb71b36f7f9301e1610292d68fb24,"Knowledge, Beliefs and Self-reported Practices of Hand Hygiene among Egyptian Medical Students: Does Gender Difference Play a Role?",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'pages': '418-425', 'volume': '3'}"
9296,07e7924f350b95d7b4475a1d303a20073b7e8198,Gender in endocrinological diseases: biological and clinical differences,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'pages': '109-116', 'volume': '3'}"
9297,871baa73a954ad8054e062179c9e3b8782dabeac,[Psychosocial factors and cognitive performance in multiple sclerosis: gender differences].,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Revista de neurologia', 'pages': '\n          216-222\n        ', 'volume': '65 5'}"
9298,dd0ed4dc4d34c61aa65965f37409c90cd25a1bc6,Gender differences in wages and leadership,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'The IZA World of Labor', 'pages': '323-323', 'volume': ''}"
9299,9ef619a6d829b38543eb85302076b368b5af8fe8,Gender Differences In Teachers' Pedagogical Communication Styles,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'pages': '54-63', 'volume': ''}"
9300,65ef05b74e918906f493b56228cc8e7839621044,"Gender-related differences in lower limb alignment, range of joint motion, and the incidence of sports injuries in Japanese university athletes",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Journal of Physical Therapy Science', 'pages': '12 - 15', 'volume': '29'}"
9301,c1aa9dc72570ec1556955aca7da59def5144722d,Redefining Entreprenuership: Impact on Gender Differences,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9302,03aa919dd35d0635745029fcfeecb8db4ae2b9eb,Relative Earnings and Depressive Symptoms among Working Parents: Gender Differences in the Effect of Relative Income on Depressive Symptoms,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Sex Roles', 'pages': '744-759', 'volume': '78'}"
9303,2428d8665fe74a1fab7b151eec09e96bd9870cdd,How the entire scientific community can confront gender bias in the workplace,,"[{'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Nature Ecology & Evolution', 'pages': '3 - 6', 'volume': '3'}"
9304,1fc333ef366bc5a8952a9e7c05cd770525178acd,"Helping and Hindering Undergraduate Women’s STEM Motivation: Experiences With STEM Encouragement, STEM-Related Gender Bias, and Sexual Harassment",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychology of Women Quarterly', 'pages': '165 - 183', 'volume': '43'}"
9305,68c3077d5975f2d3ef0e31b2c247c10de699a090,The Persistent Gender Bias in the Diagnosis of Obstructive Sleep Apnea,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Gender and the Genome', 'pages': '43 - 48', 'volume': '2'}"
9306,87425daac4be61ae57a8861f8531810662fc9d88,Gender bias in sentiment analysis,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Online Inf. Rev.', 'pages': '45-57', 'volume': '42'}"
9307,ab4c749c2f7568aa30d1d3dc20d048312137bb2e,Gender Bias in Pediatric Pain Assessment,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9308,926577b54b529d92c81ee164d295ebbc04fbf678,The foundation and consequences of gender bias in grant peer review processes,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Canadian Medical Association Journal', 'pages': 'E487 - E488', 'volume': '190'}"
9309,b5915f32dd8030aea23b53c471a64f343b9ba12f,The social construction of a possible male gender bias is negatively impacting fathers in child welfare services: Hammering a square peg into a round hole,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Journal of Human Behavior in the Social Environment', 'pages': '466 - 474', 'volume': '28'}"
9310,375ec065da22a68eac85430bbd8df03838b04200,Gender bias when assessing recommended ecology articles,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '1-12', 'volume': '3'}"
9311,2f2914872f45fd93ff400473c231ebe54bc3d251,Editorial: raising awareness about gender bias and disparity in clinical neuropsychology and a call to action,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'The Clinical Neuropsychologist', 'pages': '183 - 185', 'volume': '32'}"
9312,77b830720d236e55299dc2cd328d8a40edc9898e,Gender bias at Pediatric Research?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Pediatric Research', 'pages': '1', 'volume': ''}"
9313,bbaa663c18f119bdaedcef640fd05234d33f2e72,Exploring How Women on Corporate Boards Cope With Gender Bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9314,a2eec5a277734b78e070d9a818a75c16c0a6d01e,Gender Bias in the Workplace: Should Women be Marginalized in Engineering Job?,"['Physics', 'Sociology']","[{'category': 'Physics', 'source': 'external'}, {'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'IOP Conference Series: Materials Science and Engineering', 'volume': '306'}"
9315,4468c49edc31eff3632eb56a3422fc58dbf6ed52,Gender bias in machine learning for sentiment analysis,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]","{'name': 'Online Inf. Rev.', 'pages': '343-354', 'volume': '42'}"
9316,402f9440e6aef9e3f3de83f70784ad795aa70ed2,Forgotten Athletes and Token Reporters: Analyzing the Gender Bias in Sports Journalism,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Atlantic Journal of Communication', 'pages': '59 - 74', 'volume': '26'}"
9317,b8a086fb4f69547c61dfd4dd82d9dfb0350eba63,Reducing gender bias in surgery,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'British Journal of Surgery', 'volume': '105'}"
9318,3612291cee37d3935f82b1cab11be24e97c59031,Explaining gender bias in ERC grant selection - Life Science case,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '346-352', 'volume': ''}"
9319,d8599cc23c5832156c4f88340ae2c9fc0c0bff1e,Gender bias in American Academy of Neurology recognition awards?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Neurology', 'pages': '291 - 292', 'volume': '91'}"
9320,7089203a017dec6ef240a9129a70d041e689d8fa,Gender Bias in Sharenting: Both Men and Women Mention Sons More Often Than Daughters on Social Media,"['Computer Science', 'Physics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'ArXiv', 'volume': 'abs/1803.10329'}"
9321,20517f244e50658593521e96dae561b135af7ddc,Gender bias within Chinese families - who eats first in tough times?,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9322,f1a9d213aed8e628c758acc21b138ca98be32217,Gender bias goes away when grant reviewers focus on the science,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Art', 'source': 's2-fos-model'}]","{'name': 'Nature', 'pages': '14-15', 'volume': '554'}"
9323,99bc859d1e767731132973d6976221c5db228054,Estrogen-Mediated Effects Underlie Gender Bias in Inflammatory Bowel Disease,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Cellular and Molecular Gastroenterology and Hepatology', 'pages': '638 - 639.e1', 'volume': '5'}"
9324,aee68960aa404f20cf9f254628bf3e0959750801,Gender-bias in the sensory representation of infant cry,"['Biology', 'Medicine']","[{'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Neuroscience Letters', 'pages': '138-143', 'volume': '678'}"
9325,d924c64e78f453d226123013dbb56e7c7d83b8b4,CERN suspends physicist over remarks on gender bias,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]",{'name': 'Nature'}
9326,184d95f8f7f4fa6b9ee3fd36c464645a24d76c56,Explaining gender bias in ERC grant selection,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}]","{'name': '', 'pages': '346-352', 'volume': ''}"
9327,d1ad04a66ea58c439940c1c564cf71b707b221f9,Dyslexia and Gender Bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
9328,c6bd79548eb3294fcf834ca5ffa7949271007500,Convene to combat gender bias,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Nature Geoscience', 'pages': '297', 'volume': '11'}"
9329,089b79b89b33ee1a0101632b5d2369321c2d439f,"Track recommendation bias: Gender, migration background and SES bias over a 20‐year period in the Dutch context",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'British Educational Research Journal', 'pages': '847-874', 'volume': '44'}"
9330,a71123e02f763d46901f800b93c7954538a1f617,Interaction Between Race and Gender and Effect on Implicit Racial Bias Against Blacks,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'International journal of epidemiologic research', 'pages': '43-49', 'volume': '5'}"
9331,48f9246c417f0ea74f9e4fb15f9f1259b9267dbc,Pre-career Perceptions of Gendered Work Performance: The Impact of Same-Gender Referents and Work Experience on Men’s Evaluation Bias,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Gender Issues', 'pages': '89 - 112', 'volume': '36'}"
9332,8e25490aadf41c8f40268648f4fd0d8386779723,Gender differences in temporomandibular disorders in adult populational studies: A systematic review and meta‐analysis,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of Oral Rehabilitation', 'pages': '720–729', 'volume': '45'}"
9333,13597367d39bfb098bad61cb6aa0d41f5dca2cde,Game Development-Based Learning Experience: Gender Differences in Game Design,"['Computer Science', 'Psychology']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'ArXiv', 'volume': 'abs/1805.04457'}"
9334,113cb5cb93e3721c9d298c2c6f7774823bf1a134,Another Test of Gender Differences in Assignments to Precarious Leadership Positions: Examining the Moderating Role of Ambivalent Sexism,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Applied Psychology', 'pages': '498–522', 'volume': '67'}"
9335,a15558134c5dce707dd0b8cd9199c7757bcd8388,Gender differences in rheumatology and the point of view of the Italian Society for Rheumatology (SIR),['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '79-82', 'volume': '4'}"
9336,2a7f50229ee191be10721414547ba791ada12469,"Biological essentialism, gender, true belief, confirmation biases, and skepticism.",['Philosophy'],"[{'category': 'Philosophy', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '145-164', 'volume': ''}"
9337,42e61b363d5653119f2c95e9be2acd4b1cfc1f1a,"Gender differences in OpenStreetMap contributor activity , editing and tagging behaviour",,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]",
9338,f642da609a71fcfc344484cd9aa389e8b9a9c674,Gender and cardiovascular disease: are sex-biased microRNA networks a driving force behind heart failure with preserved ejection fraction in women?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Cardiovascular research', 'pages': '\n          210-225\n        ', 'volume': '114 2'}"
9339,489e7238b101ed0d0f155e7ad08c5a4314de1650,Social Structure and the Paradox of the Contented Female Worker: How Occupational Gender Segregation Biases Justice Perceptions of Wages,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Work and Occupations', 'pages': '168 - 193', 'volume': '45'}"
9340,33c5d672b3e0962787be26272870010b1e5100b0,Gender differences in outcomes after aortic aneurysm surgery should foster further research to improve screening and prevention programmes,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'European Journal of Preventive Cardiology', 'pages': '32 - 41', 'volume': '25'}"
9341,d0903758df25f259049811a37bf99e5674026102,"Gender difference in the point prevalence, symptoms, comorbidity, and correlates of depression: findings from the Lagos State Mental Health Survey (LSMHS), Nigeria",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': ""Archives of Women's Mental Health"", 'pages': '591-599', 'volume': '21'}"
