,Title,Year,Author,PublicationType,CitationCount,URL
315957,Gender differences in emergency medicine standardized letters of evaluation,2022,Danielle T. Miller,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315958,Gender differences in emergency medicine standardized letters of evaluation,2022,M. Parsons,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315959,Gender differences in emergency medicine standardized letters of evaluation,2022,A. Alvarez,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315960,Gender differences in emergency medicine standardized letters of evaluation,2022,S. Krzyzaniak,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315961,Gender differences in emergency medicine standardized letters of evaluation,2022,K. Gore,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315962,Gender differences in emergency medicine standardized letters of evaluation,2022,D. Eraso,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315963,Gender differences in emergency medicine standardized letters of evaluation,2022,D. Davenport,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315964,Gender differences in emergency medicine standardized letters of evaluation,2022,T. Chan,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315965,Gender differences in emergency medicine standardized letters of evaluation,2022,M. Gottlieb,['JournalArticle'],1,https://www.semanticscholar.org/paper/b36150f253104461cb521dcc3c5163538c4110e7
315984,Gender Neutralisation for Unbiased Speech Synthesising,2022,G. Anbarjafari,,1,https://www.semanticscholar.org/paper/0541d60d82060c51e50675c868448d1409e4de3e
316020,"Racialized Gender Differences in Mental Health Service Use, Adverse Childhood Experiences, and Recidivism Among Justice-Involved African American Youth",2022,Feng-Yi Y. Liu,,2,https://www.semanticscholar.org/paper/a409cca6daf73d443944fab5437407a675e7ccc6
316021,"Racialized Gender Differences in Mental Health Service Use, Adverse Childhood Experiences, and Recidivism Among Justice-Involved African American Youth",2022,T. Howell,,2,https://www.semanticscholar.org/paper/a409cca6daf73d443944fab5437407a675e7ccc6
316022,"Racialized Gender Differences in Mental Health Service Use, Adverse Childhood Experiences, and Recidivism Among Justice-Involved African American Youth",2022,S. E. Menon,,2,https://www.semanticscholar.org/paper/a409cca6daf73d443944fab5437407a675e7ccc6
316023,"Racialized Gender Differences in Mental Health Service Use, Adverse Childhood Experiences, and Recidivism Among Justice-Involved African American Youth",2022,Camille R. Quinn,,2,https://www.semanticscholar.org/paper/a409cca6daf73d443944fab5437407a675e7ccc6
316055,Efficient Gender Debiasing of Pre-trained Indic Language Models,2022,V. Manushree,['JournalArticle'],0,https://www.semanticscholar.org/paper/6a0b1e2a323941de37a5ce46c2adcd37b5064fcb
316084,Leveraging Pre-trained Language Models for Gender Debiasing,2022,N. Jain,['JournalArticle'],0,https://www.semanticscholar.org/paper/2c9e7aeae627dff83e8c59f34d745a4e9a8a9cf2
316132,Gender differences in emergency medicine resident assessment: A scoping review,2022,D. Eagles,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/85288912c880d3b9786aa5af64ab6a30b9fb0856
316134,Gender differences in emergency medicine resident assessment: A scoping review,2022,J. Leppard,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/85288912c880d3b9786aa5af64ab6a30b9fb0856
316135,Gender differences in emergency medicine resident assessment: A scoping review,2022,K. Fournier,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/85288912c880d3b9786aa5af64ab6a30b9fb0856
316136,Gender differences in emergency medicine resident assessment: A scoping review,2022,W. Cheung,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/85288912c880d3b9786aa5af64ab6a30b9fb0856
316176,Gender equality eliminates gender gaps in engagement with female-stereotypic domains.,2022,C. Moss‐Racusin,['JournalArticle'],0,https://www.semanticscholar.org/paper/3f2dbdcf7156964e346f3b6200a556f9c6bba00c
316178,Gender equality eliminates gender gaps in engagement with female-stereotypic domains.,2022,Sophie S. Brown,['JournalArticle'],0,https://www.semanticscholar.org/paper/3f2dbdcf7156964e346f3b6200a556f9c6bba00c
316201,Teaching Gender Differences at Medical School Could Improve the Safety and Efficacy of Personalized Physical Activity Prescription,2022,A. Mattioli,"['Review', 'JournalArticle']",1,https://www.semanticscholar.org/paper/cde734a04bb459520ce05bdffb3cedba342e6b0c
316202,Teaching Gender Differences at Medical School Could Improve the Safety and Efficacy of Personalized Physical Activity Prescription,2022,M. Nasi,"['Review', 'JournalArticle']",1,https://www.semanticscholar.org/paper/cde734a04bb459520ce05bdffb3cedba342e6b0c
316203,Teaching Gender Differences at Medical School Could Improve the Safety and Efficacy of Personalized Physical Activity Prescription,2022,M. Pinti,"['Review', 'JournalArticle']",1,https://www.semanticscholar.org/paper/cde734a04bb459520ce05bdffb3cedba342e6b0c
316274,“Gendered differences versus doing gender”: a systematic review on the role of gender in CSCL,2022,I. Jivet,['Review'],0,https://www.semanticscholar.org/paper/4cc40430f855956af1a08fb52d34a82883049c66
316275,“Gendered differences versus doing gender”: a systematic review on the role of gender in CSCL,2022,K. Kreijns,['Review'],0,https://www.semanticscholar.org/paper/4cc40430f855956af1a08fb52d34a82883049c66
316276,“Gendered differences versus doing gender”: a systematic review on the role of gender in CSCL,2022,H. Drachsler,['Review'],0,https://www.semanticscholar.org/paper/4cc40430f855956af1a08fb52d34a82883049c66
316300,Gender and country biases in Wikipedia citations to scholarly publications,2022,E. Yan,,0,https://www.semanticscholar.org/paper/21e562c2e9572ec4d4f26e8f1562597fb4f83e5e
316304,"Race, Gender, and the U.S. Presidency: A Comparison of Implicit and Explicit Biases in the Electorate",2022,G. Calvert,,0,https://www.semanticscholar.org/paper/84ce97f79203181eeaf525cd0fd5a1e595dc0de4
316995,"Internalized Racism and Gendered Colorism Among African Americans: a Study of Intragroup Bias, Perceived Discrimination, and Psychological Well-being",2022,M. Carter,,2,https://www.semanticscholar.org/paper/44d062384908dcbb169442df0540a1a9307bc563
317013,Sex/Gender Differences in Verbal Fluency and Verbal-Episodic Memory: A Meta-Analysis,2022,M. Hirnstein,['JournalArticle'],4,https://www.semanticscholar.org/paper/55a8ae0484b85c1410790d39a2dde7e895db2a2e
317015,Sex/Gender Differences in Verbal Fluency and Verbal-Episodic Memory: A Meta-Analysis,2022,A. Moè,['JournalArticle'],4,https://www.semanticscholar.org/paper/55a8ae0484b85c1410790d39a2dde7e895db2a2e
317016,Sex/Gender Differences in Verbal Fluency and Verbal-Episodic Memory: A Meta-Analysis,2022,M. Hausmann,['JournalArticle'],4,https://www.semanticscholar.org/paper/55a8ae0484b85c1410790d39a2dde7e895db2a2e
317019,Has the COVID‐19 pandemic changed gender‐ and parental‐status‐specific differences in working from home? Panel evidence from Germany,2022,L. Hipp,['JournalArticle'],4,https://www.semanticscholar.org/paper/400cdd36dd3c691d92201e7db1552ba80e26d0e7
317054,Does gender balance in entrepreneurship education make a difference to prospective start-up behaviour?,2022,G. Alsos,,3,https://www.semanticscholar.org/paper/5a7c8ba48a37b22da6a474de32ccfc8e25c94087
317133,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,Joseph B. Wick,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317135,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,K. Wick,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317137,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,E. Klineberg,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317139,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,R. Roberto,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317140,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,Shaina A. Lipa,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317141,"Gender, Racial, and Ethnic Differences in the Utilization of Cervical Disk Replacement for Cervical Radiculopathy",2022,Hai V. Le,"['JournalArticle', 'Review']",2,https://www.semanticscholar.org/paper/e73f3214cd7ccb74fda440539e31333d4488d6dd
317149,Gender Differences in Reference Letters: Evidence from the Economics Job Market,2022,M. Eberhardt,,2,https://www.semanticscholar.org/paper/b13106865557cc048f4e319b3ccf4b7b8ce0fcea
317150,Gender Differences in Reference Letters: Evidence from the Economics Job Market,2022,G. Facchini,,2,https://www.semanticscholar.org/paper/b13106865557cc048f4e319b3ccf4b7b8ce0fcea
317191,No Gender Differences in Pain Perception and Medication after Lumbar Spine Sequestrectomy—A Reanalysis of a Randomized Controlled Clinical Trial,2022,C. Raak,['JournalArticle'],1,https://www.semanticscholar.org/paper/c308230b070535b88bb6e282c0684cb471cae2b8
317192,No Gender Differences in Pain Perception and Medication after Lumbar Spine Sequestrectomy—A Reanalysis of a Randomized Controlled Clinical Trial,2022,T. Ostermann,['JournalArticle'],1,https://www.semanticscholar.org/paper/c308230b070535b88bb6e282c0684cb471cae2b8
317194,No Gender Differences in Pain Perception and Medication after Lumbar Spine Sequestrectomy—A Reanalysis of a Randomized Controlled Clinical Trial,2022,O. Fricke,['JournalArticle'],1,https://www.semanticscholar.org/paper/c308230b070535b88bb6e282c0684cb471cae2b8
317197,No Gender Differences in Pain Perception and Medication after Lumbar Spine Sequestrectomy—A Reanalysis of a Randomized Controlled Clinical Trial,2022,W. Scharbrodt,['JournalArticle'],1,https://www.semanticscholar.org/paper/c308230b070535b88bb6e282c0684cb471cae2b8
317226,"Gender differences in state body satisfaction, affect, and body-related attention patterns towards one’s own and a peer’s body: an Eye-Tracking Study with Women and Men",2022,S. Schneider,,1,https://www.semanticscholar.org/paper/4b7f1dec9ffe7ffe134d5cea072e6e1ae5e72c2e
317227,"Gender differences in state body satisfaction, affect, and body-related attention patterns towards one’s own and a peer’s body: an Eye-Tracking Study with Women and Men",2022,S. Vocks,,1,https://www.semanticscholar.org/paper/4b7f1dec9ffe7ffe134d5cea072e6e1ae5e72c2e
317251,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,S. Reale,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317252,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,L. Orecchia,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317253,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,S. Ippoliti,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317254,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,S. Pletto,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317256,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,S. Germani,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317257,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,A. Nardi,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317258,Is Urology a gender-biased career choice? A survey-based study of the Italian medical students' perception of specialties,2022,R. Miano,"['JournalArticle', 'Review']",1,https://www.semanticscholar.org/paper/ccc96675afcee49e811e63d964e270430d93dd97
317281,"What is behind the gender gap in economics distance education: Age, work-life balance and COVID-19",2022,J. Paredes-Gázquez,['JournalArticle'],1,https://www.semanticscholar.org/paper/b5cb9122c2337a66839128551a801896d8384919
317308,Predictors of the gender gap in household educational spending among school and college-going children in India,2022,R. Rashmi,['Review'],1,https://www.semanticscholar.org/paper/3ecaa1c5bb3aeccfd124503010ad5f8e5602b33a
317310,Predictors of the gender gap in household educational spending among school and college-going children in India,2022,S. Mohanty,['Review'],1,https://www.semanticscholar.org/paper/3ecaa1c5bb3aeccfd124503010ad5f8e5602b33a
317311,Predictors of the gender gap in household educational spending among school and college-going children in India,2022,U. Mishra,['Review'],1,https://www.semanticscholar.org/paper/3ecaa1c5bb3aeccfd124503010ad5f8e5602b33a
317312,Predictors of the gender gap in household educational spending among school and college-going children in India,2022,S. Subramanian,['Review'],1,https://www.semanticscholar.org/paper/3ecaa1c5bb3aeccfd124503010ad5f8e5602b33a
317365,"Gender differences in social desirability and approval biases, and associations with diet quality in young adults.",2022,Rebecca L. Haslam,['JournalArticle'],3,https://www.semanticscholar.org/paper/9f39626df89e841807fe803798e9f52447d5b94d
317366,"Gender differences in social desirability and approval biases, and associations with diet quality in young adults.",2022,L. Ashton,['JournalArticle'],3,https://www.semanticscholar.org/paper/9f39626df89e841807fe803798e9f52447d5b94d
317367,"Gender differences in social desirability and approval biases, and associations with diet quality in young adults.",2022,S. Fenton,['JournalArticle'],3,https://www.semanticscholar.org/paper/9f39626df89e841807fe803798e9f52447d5b94d
317368,"Gender differences in social desirability and approval biases, and associations with diet quality in young adults.",2022,C. Collins,['JournalArticle'],3,https://www.semanticscholar.org/paper/9f39626df89e841807fe803798e9f52447d5b94d
317371,Gender-based disparities and biases in science: an observational study of a virtual conference,2022,H. Julienne,,0,https://www.semanticscholar.org/paper/47e79581d26c961f6f01c822c35e610e4522fca2
317377,An experimental analysis of gender-biased verbal behavior and self-editing using an online chat analog.,2022,F. S. Oda,['JournalArticle'],0,https://www.semanticscholar.org/paper/5fd938e368e631b7d7c95b1b42546a29f52a5e06
317378,An experimental analysis of gender-biased verbal behavior and self-editing using an online chat analog.,2022,Sarah A. Lechago,['JournalArticle'],0,https://www.semanticscholar.org/paper/5fd938e368e631b7d7c95b1b42546a29f52a5e06
317380,An experimental analysis of gender-biased verbal behavior and self-editing using an online chat analog.,2022,J. Hunt,['JournalArticle'],0,https://www.semanticscholar.org/paper/5fd938e368e631b7d7c95b1b42546a29f52a5e06
317386,Gender Biases in the Accuracy of Facial Judgments: Facial Attractiveness and Perceived Socioeconomic Status,2022,Y. Qi,['JournalArticle'],0,https://www.semanticscholar.org/paper/31985c7e6b8ae8b1e5632deb9267b5d1fcc04cde
317417,Measuring Subconscious Gender Biases against Male and Female Virtual Agents in Japan,2022,T. Koda,"['Book', 'JournalArticle']",0,https://www.semanticscholar.org/paper/dd096ca6753c6491529298187a37a224fae35743
317427,Polygamy: Uncovering the effect of patriarchal ideology on gender-biased interpretation,2022,A. Jahar,,0,https://www.semanticscholar.org/paper/3cd0bb41f4b526e67b8a13dc8dfec5b90c29ac80
317429,Polygamy: Uncovering the effect of patriarchal ideology on gender-biased interpretation,2022,I. Abdullah,,0,https://www.semanticscholar.org/paper/3cd0bb41f4b526e67b8a13dc8dfec5b90c29ac80
317433,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,H. Lee,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317434,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,Heather L. Burrows,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317435,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,K. Singer,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317436,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,K. Brower,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317437,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,C. Bradford,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317438,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,Brooke M. Spencley,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317440,Operational Constraints and Gender Biases: A Qualitative Analysis of Physician Parenting Experiences,2022,H. Morgan,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/b37d84ed272516c4214b5448f2f6e08f9433c626
317453,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,Chih-Chiun J. Chang,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317455,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,R. Chen,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317456,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,L. D. Glass,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317457,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,G. Cioffi,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317458,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,J. Liebmann,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317459,Exploring Potential Schedule-Related and Gender Biases in Ophthalmology Residency Interview Scores,2022,B. Winn,,0,https://www.semanticscholar.org/paper/18310f6c19c4e2fe8e979d62b0ccc6fe82fb5df3
317461,Gender data gap in military research: a review of the participation of men and women in military musculoskeletal injury studies,2022,C. D. Young,"['Review', 'JournalArticle']",2,https://www.semanticscholar.org/paper/538a1df667d0d7df9f0694dbf8150f5eedf8b0b1
317462,Gender data gap in military research: a review of the participation of men and women in military musculoskeletal injury studies,2022,S. Wardle,"['Review', 'JournalArticle']",2,https://www.semanticscholar.org/paper/538a1df667d0d7df9f0694dbf8150f5eedf8b0b1
317463,Gender data gap in military research: a review of the participation of men and women in military musculoskeletal injury studies,2022,J. Greeves,"['Review', 'JournalArticle']",2,https://www.semanticscholar.org/paper/538a1df667d0d7df9f0694dbf8150f5eedf8b0b1
317473,The Gender Gap: A Review of Publishing Practices in Urban Policy and Research,2022,C. Legacy,['Review'],1,https://www.semanticscholar.org/paper/443c37a7a6700286880aaa5016af2ad539691fe7
317474,The Gender Gap: A Review of Publishing Practices in Urban Policy and Research,2022,E. Baker,['Review'],1,https://www.semanticscholar.org/paper/443c37a7a6700286880aaa5016af2ad539691fe7
317485,COVID-19: A gender-biased pandemic,2022,P. Saluja,,0,https://www.semanticscholar.org/paper/37b24116c08baa8aae8296a3fe201904611057f5
317486,COVID-19: A gender-biased pandemic,2022,A. Madan,,0,https://www.semanticscholar.org/paper/37b24116c08baa8aae8296a3fe201904611057f5
318468,"Does AI De-Bias Recruitment?: Race, Gender, and AI's 'Eradication of Differences Between Groups'",2022,K. Mackereth,"['JournalArticle', 'Book']",0,https://www.semanticscholar.org/paper/1102b43b76c4f46f0793bdede441e392bacb7185
318547,"Investigating Rater–Student Interaction, Gender Bias, and Major Bias in the Assessment of Research Seminar Presentation",2022,F. Arifiyanti,,0,https://www.semanticscholar.org/paper/2bf55d9a7f80413e4026167cf2915b4037700775
318548,"Investigating Rater–Student Interaction, Gender Bias, and Major Bias in the Assessment of Research Seminar Presentation",2022,S. Soeharto,,0,https://www.semanticscholar.org/paper/2bf55d9a7f80413e4026167cf2915b4037700775
318549,"Investigating Rater–Student Interaction, Gender Bias, and Major Bias in the Assessment of Research Seminar Presentation",2022,S. Amukune,,0,https://www.semanticscholar.org/paper/2bf55d9a7f80413e4026167cf2915b4037700775
318552,"Investigating Rater–Student Interaction, Gender Bias, and Major Bias in the Assessment of Research Seminar Presentation",2022,A. Hidayatullah,,0,https://www.semanticscholar.org/paper/2bf55d9a7f80413e4026167cf2915b4037700775
318641,Problematising the digital gender gap: invoking decoloniality and intersectionality for inclusive policymaking,2022,M. U. Banday,,0,https://www.semanticscholar.org/paper/2d4e017412a5fba9a1a9061262cb86b7c5c69c96
318824,Gender Roles and Gender Differences Dilemma: An Overview of Social and Biological Theories,2022,T. Krisztina,['Review'],0,https://www.semanticscholar.org/paper/494d7247eb3a4f9df0978f9dade98275d8bcc5c2
318939,"Organizational Coaching: Working Through Sexism, Racism, and Gender Bias",2022,R. Dixit,,0,https://www.semanticscholar.org/paper/c348b485dcf17b4448ddbe8471a7fc1463623d51
318999,The effect of gender bias on hate speech detection,2022,E. Yilmaz,,0,https://www.semanticscholar.org/paper/fb3e97e6c5a742b66d36069cc884389a93c993cd
319003,Enhancing Understanding and Addressing Gender Bias Init/Se Job Advertisements,2022,John C. Grundy,,0,https://www.semanticscholar.org/paper/9112fdea85dd56a82b3064d6779b9b31fb37c795
319005,Enhancing Understanding and Addressing Gender Bias Init/Se Job Advertisements,2022,Chris Z. Liu,,0,https://www.semanticscholar.org/paper/9112fdea85dd56a82b3064d6779b9b31fb37c795
319354,"Paradox or Mitigation? Childless and Parent Gender Gaps across British, Finnish, and German Wage Distributions",2022,L. Cooke,,0,https://www.semanticscholar.org/paper/54c34b8fd614fa036b5273c4ef0b6a7d8c88c3f9
319444,Two billion registered students affected by stereotyped educational environments: an analysis of gender-based color bias,2022,I. Bittencourt,['JournalArticle'],0,https://www.semanticscholar.org/paper/cdba92e4e8b700de9f2fc0dcc6d2601f2e0f1b0a
319445,Two billion registered students affected by stereotyped educational environments: an analysis of gender-based color bias,2022,M. Reis,['JournalArticle'],0,https://www.semanticscholar.org/paper/cdba92e4e8b700de9f2fc0dcc6d2601f2e0f1b0a
319677,Understanding Gender Biases and Differences in Web-Based Reviews of Sanctioned Physicians Through a Machine Learning Approach: Mixed Methods Study,2022,J. Barnett,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/7d019f177b037e5e60b75fc4c67b94e55e85e2e4
319678,Understanding Gender Biases and Differences in Web-Based Reviews of Sanctioned Physicians Through a Machine Learning Approach: Mixed Methods Study,2022,M. Bjarnadóttir,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/7d019f177b037e5e60b75fc4c67b94e55e85e2e4
319761,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,O. Baiyegunhi,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319763,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,Lerato N. Ndlovu,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319764,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,H. Keal,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319765,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,K. Waddilove,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319766,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,J. Yarrow,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319767,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,V. Kasprowicz,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319768,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,T. Ndung’u,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319769,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,E. Wong,,0,https://www.semanticscholar.org/paper/451d784273a4041cdb603b7420a5990873e0b069
319834,Does Gender Contribute to Any Differences in Caries and Periodontal Status in UK Children?,2022,S. Papadaki,['Review'],0,https://www.semanticscholar.org/paper/61a4b97a5a365713ccd232675e112ed6e44d0fc7
319902,International perspective on healthcare provider gender bias in musculoskeletal pain management: a scoping review protocol,2022,K. Wilford,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/f0b215d19ebe8c9dfd77557214bba3f5d3e12e2d
319904,International perspective on healthcare provider gender bias in musculoskeletal pain management: a scoping review protocol,2022,M. Vugrin,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/f0b215d19ebe8c9dfd77557214bba3f5d3e12e2d
319906,International perspective on healthcare provider gender bias in musculoskeletal pain management: a scoping review protocol,2022,P. Sizer,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/f0b215d19ebe8c9dfd77557214bba3f5d3e12e2d
319907,International perspective on healthcare provider gender bias in musculoskeletal pain management: a scoping review protocol,2022,G. Seeber,"['JournalArticle', 'Review']",0,https://www.semanticscholar.org/paper/f0b215d19ebe8c9dfd77557214bba3f5d3e12e2d
319946,Guy-Guessing Democracy: Gender and Item Non-Response Bias in Evaluations of Democratic Institutions,2022,Michael A. Hansen,['Review'],0,https://www.semanticscholar.org/paper/a0140d26362bc7a2296748e8ff5011fe73c6a2fc
320000,Gender Bias & Religious Discrimination: Positive Framing of News Report Coverage on Mauree Turner,2022,A. Munandar,,0,https://www.semanticscholar.org/paper/fd3dcc1dd1dc1a3d03634db61c2e67a510ca3cf1
320129,Gendered food bias in central rural North Indian homes: Implications for hospitality in Aotearoa,2022,S. Mooney,,0,https://www.semanticscholar.org/paper/21bbc603ff7c859e8ce2d65405125a51c0e6e40f
320188,Delayed diagnosis of Birt-Hogg-Dub (cid:1) e syndrome might be aggravated by gender bias,2022,O. Steinlein,,0,https://www.semanticscholar.org/paper/0956b70f471cf4904288930327eb56dece200c48
320189,Delayed diagnosis of Birt-Hogg-Dub (cid:1) e syndrome might be aggravated by gender bias,2022,M. Reithmair,,0,https://www.semanticscholar.org/paper/0956b70f471cf4904288930327eb56dece200c48
320192,Delayed diagnosis of Birt-Hogg-Dub (cid:1) e syndrome might be aggravated by gender bias,2022,E. Sattler,,0,https://www.semanticscholar.org/paper/0956b70f471cf4904288930327eb56dece200c48
320204,The Gender Pay Gap Among Indian Software Developers,2022,M. Rahul,,0,https://www.semanticscholar.org/paper/470be83b9f45cf1011c502900b86d8e449598d38
320269,Unexpected findings of gender bias after a correlation of operating room teamwork assessment tools,2022,D. Bourgeois,['Review'],0,https://www.semanticscholar.org/paper/83be7ba6d55329c05352718864436ae8fde1bd22
320270,Unexpected findings of gender bias after a correlation of operating room teamwork assessment tools,2022,T. Zaihra,['Review'],0,https://www.semanticscholar.org/paper/83be7ba6d55329c05352718864436ae8fde1bd22
320276,Unexpected findings of gender bias after a correlation of operating room teamwork assessment tools,2022,D. Nepomnayshy,['Review'],0,https://www.semanticscholar.org/paper/83be7ba6d55329c05352718864436ae8fde1bd22
320462,Women in Surgery Events Alone do not Change Medical Student Perceptions of Gender Bias and Discrimination in Orthopaedic Surgery,2022,B. Hull,['JournalArticle'],0,https://www.semanticscholar.org/paper/d46513aba352d7a6edcd2966c1ced10970155f1c
320464,Women in Surgery Events Alone do not Change Medical Student Perceptions of Gender Bias and Discrimination in Orthopaedic Surgery,2022,C. Brennan,['JournalArticle'],0,https://www.semanticscholar.org/paper/d46513aba352d7a6edcd2966c1ced10970155f1c
